Time,UT,Conditions,Comment
08:19,2019-12-16 08:19:00,CL,"End of the night, Sky Transparency is still Clear. - Paranal Observatory"
23:37,2019-12-16 23:37:00,CL,Starting the night as Clear - Paranal Observatory
02:15,2019-12-17 02:15:00,CL,No changes - Paranal Observatory
04:33,2019-12-17 04:33:00,CL,Still Clear - Paranal Observatory
06:14,2019-12-17 06:14:00,CL,Sky Transparency: Clear - Paranal Observatory
08:18,2019-12-17 08:18:00,CL,Ending the night as Clear. - Paranal Observatory
23:45,2019-12-17 23:45:00,CL,Clear Sky - Paranal Observatory
00:35,2019-12-18 00:35:00,PH,According to OmegaCam Zp - Paranal Observatory
04:30,2019-12-18 04:30:00,PH,According to OmegaCam Zp - Paranal Observatory
00:10,2019-12-19 00:10:00,CL,Clear Sky - Paranal Observatory
01:06,2019-12-19 01:06:00,PH,According to OmegaCam & FORS Zp - Paranal Observatory
05:46,2019-12-19 05:46:00,PH,According to OmegaCam Zp - Paranal Observatory
23:32,2019-12-19 23:32:00,CL,Clear Sky - Paranal Observatory
00:49,2019-12-20 00:49:00,PH,According to OmegaCam Zp - Paranal Observatory
06:14,2019-12-20 06:14:00,PH,According to OmegaCam Zp - Paranal Observatory
23:50,2019-12-20 23:50:00,CL,"Clear Sky, but Thin Cirrus to SW below 30 deg - Paranal Observatory"
08:07,2019-12-21 08:07:00,CL,Clear Sky - Paranal Observatory
23:29,2019-12-21 23:29:00,TN,Scattered Thin Cirrus - Paranal Observatory
04:11,2019-12-22 04:11:00,CL,Clear Sky - Paranal Observatory
23:35,2019-12-22 23:35:00,CL,Clear Sky - Paranal Observatory
08:18,2019-12-23 08:18:00,CL,- Paranal Observatory
23:54,2019-12-23 23:54:00,CL,CLR sky. No clouds. - Paranal Observatory
00:36,2019-12-24 00:36:00,PH,PHO according to OCAM. - Paranal Observatory
05:26,2019-12-24 05:26:00,PH,Still PHO according OCAM. - Paranal Observatory
23:56,2019-12-24 23:56:00,CL,CLR sky. - Paranal Observatory
00:34,2019-12-25 00:34:00,CL,CLR according to FORS2. - Paranal Observatory
00:39,2019-12-25 00:39:00,PH,PHO according to OCAM. - Paranal Observatory
05:26,2019-12-25 05:26:00,PH,Still photometric according to OCAM. - Paranal Observatory
23:43,2019-12-25 23:43:00,CL,CLR sky. Some clouds to the W but below 20 deg. - Paranal Observatory
00:37,2019-12-26 00:37:00,PH,PHO according to OCAM. - Paranal Observatory
02:40,2019-12-26 02:40:00,PH,Still photometric according to OCAM. - Paranal Observatory
02:40,2019-12-26 02:40:00,PH,Still photometric according to OCAM. - Paranal Observatory
09:01,2019-12-26 09:01:00,TN,THN clouds. - Paranal Observatory
23:47,2019-12-26 23:47:00,TN,THN cirrus passing by. - Paranal Observatory
01:06,2019-12-27 01:06:00,CL,CLR sky. - Paranal Observatory
06:25,2019-12-27 06:25:00,TN,THN cirrus coming from the NW. - Paranal Observatory
23:55,2019-12-27 23:55:00,CY,Overcast. All telescopes are closed. - Paranal Observatory
05:10,2019-12-28 05:10:00,CY,Still overcast. - Paranal Observatory
23:46,2019-12-28 23:46:00,TK,THK cirrus passing by. - Paranal Observatory
01:17,2019-12-29 01:17:00,TN,- Paranal Observatory
01:56,2019-12-29 01:56:00,CL,CLR. - Paranal Observatory
23:45,2019-12-29 23:45:00,CL,CLR sky. - Paranal Observatory
03:06,2019-12-30 03:06:00,CL,Still clear. - Paranal Observatory
23:45,2019-12-30 23:45:00,CL,No clouds above 20 degrees of altitude. - Paranal Observatory
01:30,2019-12-31 01:30:00,PH,according to OmegaCAM zp. - Paranal Observatory
01:45,2019-12-31 01:45:00,PH,according to FORS2 zp. - Paranal Observatory
23:42,2019-12-31 23:42:00,CL,- Paranal Observatory
08:23,2020-01-01 08:23:00,CL,- Paranal Observatory
23:46,2020-01-01 23:46:00,TK,Thick clouds mainly to the South Sout-East. - Paranal Observatory
02:17,2020-01-02 02:17:00,TN,Thin clouds all over the sky. Some thick clouds below 20 degrees of altitude. - Paranal Observatory
07:42,2020-01-02 07:42:00,TN,"Some thin clouds  above 20 degrees, and a few thick clouds below 20 degrees of altitude. - Paranal Observatory"
23:50,2020-01-02 23:50:00,TK,Thick clouds passing by. - Paranal Observatory
02:35,2020-01-03 02:35:00,TK,Still some thick clouds passing by between 20-40 degrees of altitude. - Paranal Observatory
03:53,2020-01-03 03:53:00,TN,Only some thin clouds passing by. - Paranal Observatory
23:47,2020-01-03 23:47:00,CL,- Paranal Observatory
06:42,2020-01-04 06:42:00,CL,condition remains CLR - Paranal Observatory
23:45,2020-01-04 23:45:00,CL,- Paranal Observatory
00:26,2020-01-05 00:26:00,CL,according to FORS2 zp. - Paranal Observatory
04:39,2020-01-05 04:39:00,CL,according to FORS2 zp. - Paranal Observatory
07:29,2020-01-05 07:29:00,CL				WI,Pointing restriction to the North. - Paranal Observatory
09:09,2020-01-05 09:09:00,HU,ATUs switched off due to humidity >50% - Paranal Observatory
23:51,2020-01-05 23:51:00,CL,A few thick clouds to the South below 20 degrees of altitude. - Paranal Observatory
03:53,2020-01-06 03:53:00,CL				WI,Pointing restriction N-E - Paranal Observatory
04:41,2020-01-06 04:41:00,CL				WI				HU,Humidity above 50% - Paranal Observatory
05:09,2020-01-06 05:09:00,CL				WI				HU,Closing VISTA due to high humidity. - Paranal Observatory
05:13,2020-01-06 05:13:00,CL				WI				HU,Closing all telescopes due to humidity above 70%. All TCCDs standby. - Paranal Observatory
23:43,2020-01-06 23:43:00,CL,- Paranal Observatory
00:53,2020-01-07 00:53:00,CL				WI,Pointing restriction N-E - Paranal Observatory
06:40,2020-01-07 06:40:00,CL				WI				HU,Humidity higher than 50%. VISTA closed due to Wind speed higher than 18 m/s. - Paranal Observatory
07:02,2020-01-07 07:02:00,CL				WI				HU,"Close telescopes, humidity >70% - Paranal Observatory"
23:43,2020-01-07 23:43:00,CL,- Paranal Observatory
01:00,2020-01-08 01:00:00,PH,PH according to OCAM - Paranal Observatory
02:08,2020-01-08 02:08:00,PH				WI,Pointing restriction to the NNE - Paranal Observatory
06:24,2020-01-08 06:24:00,CL				WI,"Clear Skies, PR to the NE - Paranal Observatory"
23:41,2020-01-08 23:41:00,CL,- Paranal Observatory
00:48,2020-01-09 00:48:00,PH,Photometric according to OMEGACAM ZPs - Paranal Observatory
03:59,2020-01-09 03:59:00,PH,Photometric according to OMEGACAM High Airmass ZPs - Paranal Observatory
05:48,2020-01-09 05:48:00,CL,Clear sky - Paranal Observatory
23:43,2020-01-09 23:43:00,TN,Few thin clouds to the E - Paranal Observatory
00:10,2020-01-10 00:10:00,CL,No clouds visible - Paranal Observatory
00:54,2020-01-10 00:54:00,PH,PH according to OCAM - Paranal Observatory
03:55,2020-01-10 03:55:00,TN,Thin clouds coming from the W - Paranal Observatory
05:07,2020-01-10 05:07:00,TK,Thick clouds coming from NW - Paranal Observatory
07:46,2020-01-10 07:46:00,TK,Thick clouds coming from the NW - Paranal Observatory
23:41,2020-01-10 23:41:00,CY,"Cloudy, Telescopes closed - Paranal Observatory"
02:16,2020-01-11 02:16:00,CY,Telescopes remain closed - Paranal Observatory
05:38,2020-01-11 05:38:00,CY,Overcast  - Paranal Observatory
07:13,2020-01-11 07:13:00,CY,"Overcast, telescopes remain closed - Paranal Observatory"
23:46,2020-01-11 23:46:00,CL,Clear Sky - Paranal Observatory
03:15,2020-01-12 03:15:00,CL,No visible clouds - Paranal Observatory
07:00,2020-01-12 07:00:00,TN,Thin clouds to the E - Paranal Observatory
23:44,2020-01-12 23:44:00,CL,Clear Sky - Paranal Observatory
04:27,2020-01-13 04:27:00,PH,PH according to OCAM - Paranal Observatory
23:45,2020-01-13 23:45:00,CL,Clear Sky - Paranal Observatory
02:59,2020-01-14 02:59:00,TN,Thin clouds clouds coming from the NW - Paranal Observatory
03:33,2020-01-14 03:33:00,TK,Thick clouds to the NW - Paranal Observatory
07:16,2020-01-14 07:16:00,TK,More thick clouds coming from the NW - Paranal Observatory
23:59,2020-01-14 23:59:00,TK,Thick Cirrus all arrond - Paranal Observatory
00:26,2020-01-15 00:26:00,CY,Overcast. Telescopes were closed - Paranal Observatory
05:00,2020-01-15 05:00:00,TK,Thick Cirrus all arround. Telescopes were opened - Paranal Observatory
05:40,2020-01-15 05:40:00,CY,Overcast again. Telescopes were closed - Paranal Observatory
07:45,2020-01-15 07:45:00,CY,Overcast remained. NIght was closed - Paranal Observatory
23:54,2020-01-15 23:54:00,TN,Scattered Thin Cirrus to the N-NE - Paranal Observatory
00:54,2020-01-16 00:54:00,CL,Clear Sky - Paranal Observatory
04:56,2020-01-16 04:56:00,TN,THIN clouds towards East > 30deg - Paranal Observatory
05:46,2020-01-16 05:46:00,WI				TN,Pointing Restriction to NE - Paranal Observatory
07:05,2020-01-16 07:05:00,TN,No more pointing restriction - Paranal Observatory
23:48,2020-01-16 23:48:00,CY,Cloudy Sky. Telescopes were delivered closed - Paranal Observatory
01:20,2020-01-17 01:20:00,TN,Scattered thin cirrus passing. Thick cirrus below 30 deg to the N-NE - Paranal Observatory
01:59,2020-01-17 01:59:00,TK,Thick Cirrus passing by - Paranal Observatory
02:48,2020-01-17 02:48:00,TN,Thin Cirrus passing by - Paranal Observatory
04:00,2020-01-17 04:00:00,TK,Thick Cirrus coming form N-NE - Paranal Observatory
04:52,2020-01-17 04:52:00,CY,Cloudy Sky. telescope were closed - Paranal Observatory
07:54,2020-01-17 07:54:00,CY,Overcast. Telescoped remained closed. Night is finished - Paranal Observatory
23:49,2020-01-17 23:49:00,CL,Clear Sky - Paranal Observatory
01:24,2020-01-18 01:24:00,CL,According to OmegaCam Zp - Paranal Observatory
06:02,2020-01-18 06:02:00,TN,Scattered Thin Cirrus coming from N. Thick cirrus below 20 deg to the N - Paranal Observatory
06:23,2020-01-18 06:23:00,CY				TK,Thick Clouds everywhere. Telescopes were closed - Paranal Observatory
07:49,2020-01-18 07:49:00,CY,Overcast. Telescoppes remained closed.Night is over - Paranal Observatory
08:32,2020-01-18 08:32:00,RN,Rain drops. - Paranal Observatory
23:49,2020-01-18 23:49:00,TN,Thin cirrus to the N- NE. Thick cirrus to NE below 30 deg - Paranal Observatory
00:24,2020-01-19 00:24:00,TK,Thick Cirrus coming from NE - Paranal Observatory
01:00,2020-01-19 01:00:00,TN,Scattered Thin Cirrus passing. Thick cirrus to NE & SE below 30 deg - Paranal Observatory
01:45,2020-01-19 01:45:00,TK,Thick Cirrus passing by - Paranal Observatory
04:19,2020-01-19 04:19:00,TN,Thin cirrus. passing. Thick cirrus to the E at 30 deg - Paranal Observatory
06:27,2020-01-19 06:27:00,TN,Thin Cirrus passing - Paranal Observatory
23:54,2020-01-19 23:54:00,TK,Thick Cirrus all arround. - Paranal Observatory
00:43,2020-01-20 00:43:00,TN,"Thin Cirrus passing, but thick cirrus to N NE at 40 deg  - Paranal Observatory"
03:48,2020-01-20 03:48:00,TK,Thick Cirrus passing. - Paranal Observatory
05:46,2020-01-20 05:46:00,TN,Thin Ciruss passing. Thick cirrus at 40 deg to  W - Paranal Observatory
07:00,2020-01-20 07:00:00,TK,Thick Cirrus passing by - Paranal Observatory
08:13,2020-01-20 08:13:00,TN,Thin cirrus passing. Thick cirrus at 30 deg to the NE - Paranal Observatory
08:49,2020-01-20 08:49:00,TK,Thick cirrus again passing - Paranal Observatory
23:42,2020-01-20 23:42:00,TN,Scattered Thin Cirrus towards N - Paranal Observatory
00:54,2020-01-21 00:54:00,CL,Clear Sky - Paranal Observatory
01:00,2020-01-21 01:00:00,CL,According to OmegaCam Zp - Paranal Observatory
23:49,2020-01-21 23:49:00,TN,THN cirrus passing by. - Paranal Observatory
02:11,2020-01-22 02:11:00,TK,THK cirrus coming from the N-NE. - Paranal Observatory
02:37,2020-01-22 02:37:00,CY,Cloudy. Closing all telescopes. - Paranal Observatory
07:18,2020-01-22 07:18:00,TK,Opening all telescopes. Some THK cirrus still passing by to the East. - Paranal Observatory
08:22,2020-01-22 08:22:00,TN,THN cirrus. - Paranal Observatory
23:49,2020-01-22 23:49:00,HU				TN,All telescopes closed due to high humidity. THN cirrus passing by. - Paranal Observatory
01:42,2020-01-23 01:42:00,TK				HU,"Humidity still above 80%, THK clouds passing by. - Paranal Observatory"
03:20,2020-01-23 03:20:00,HU				TN,Humidity above 85%. Condensation outside (ATs caps). THN cirrus. - Paranal Observatory
05:21,2020-01-23 05:21:00,TK				HU,Humidity close to 90%. THK clouds. - Paranal Observatory
23:47,2020-01-23 23:47:00,TK				HU,"High humidity, all telescopes closed. THK clouds passing by. - Paranal Observatory"
02:35,2020-01-24 02:35:00,HU				TN,Humidity around 80%. THN clouds. - Paranal Observatory
03:45,2020-01-24 03:45:00,CL				HU,Humidity still around 80%. CLR sky. - Paranal Observatory
07:11,2020-01-24 07:11:00,CL				HU,Drops of water falling from the outside part of the enclosure. Humidity above 85%. - Paranal Observatory
00:17,2020-01-25 00:17:00,CY				HU,Humidity above 80% and sky overcast. All telescopes are closed. - Paranal Observatory
03:09,2020-01-25 03:09:00,CL				HU,Humidity still high. CLR sky. - Paranal Observatory
06:30,2020-01-25 06:30:00,CL				HU,Humidity still around 80%. CLR sky. - Paranal Observatory
23:45,2020-01-25 23:45:00,CY				HU,Humidity above 60%. Sky overcast. All telescopes closed. - Paranal Observatory
01:44,2020-01-26 01:44:00,TK				HU,Humidity around 60% and decreasing. THK cirrus passing by. - Paranal Observatory
03:38,2020-01-26 03:38:00,HU				TN,Humidity went above 70%. THN cirrus passing by. - Paranal Observatory
05:41,2020-01-26 05:41:00,CL				HU,Humidity still around 70%. CLR sky. - Paranal Observatory
23:49,2020-01-26 23:49:00,CL,CLR sky. - Paranal Observatory
01:43,2020-01-27 01:43:00,CL				HU,CLR sky. Humidity above 50% and rising. - Paranal Observatory
08:53,2020-01-27 08:53:00,CL				HU,Humidity around 50%. CLR sky. - Paranal Observatory
23:36,2020-01-27 23:36:00,CL				HU,CLR sky. Humidity above 65%. - Paranal Observatory
03:54,2020-01-28 03:54:00,CL,CLR sky. Humidity below 50%. - Paranal Observatory
08:35,2020-01-28 08:35:00,CL				HU,CLR sky. Humidity went above 50%. - Paranal Observatory
23:48,2020-01-28 23:48:00,CL				HU,Telescopes delivered closed due to high humidity. - Paranal Observatory
01:55,2020-01-29 01:55:00,CL,"Telescope opened humidity dropped bellow 50%, but VISTA still closed humidity remains above 50% on the VISTA site. - Paranal Observatory"
03:25,2020-01-29 03:25:00,CL,VISTA opened - Paranal Observatory
07:15,2020-01-29 07:15:00,CL				HU,VISTA closed due to humidity > 70 % - Paranal Observatory
08:04,2020-01-29 08:04:00,CL				HU,UT's closed due to humidity > 70 % - Paranal Observatory
23:50,2020-01-29 23:50:00,CL,- Paranal Observatory
23:49,2020-01-30 23:49:00,CL,- Paranal Observatory
00:31,2020-02-01 00:31:00,CL,- Paranal Observatory
02:23,2020-02-01 02:23:00,CL,According to FORS - Paranal Observatory
05:49,2020-02-01 05:49:00,CL,According to OMEGACAM - Paranal Observatory
23:41,2020-02-01 23:41:00,CL,- Paranal Observatory
01:52,2020-02-02 01:52:00,CL,According to FORS and OMEGACAM - Paranal Observatory
00:01,2020-02-03 00:01:00,CL,- Paranal Observatory
00:10,2020-02-04 00:10:00,CL,- Paranal Observatory
00:49,2020-02-04 00:49:00,CL,According to OMEGACAM - Paranal Observatory
06:48,2020-02-04 06:48:00,CL				WI,Pointing restriction to the N-E - Paranal Observatory
00:11,2020-02-05 00:11:00,CL,- Paranal Observatory
07:07,2020-02-05 07:07:00,CL				WI,pointing restriction to the north - Paranal Observatory
23:40,2020-02-05 23:40:00,CL,- Paranal Observatory
23:46,2020-02-05 23:46:00,CL				WI,pointing restrictions to the north - Paranal Observatory
23:45,2020-02-06 23:45:00,CL,- Paranal Observatory
05:00,2020-02-07 05:00:00,CL,CLR according to OCAM - Paranal Observatory
23:43,2020-02-07 23:43:00,CL,- Paranal Observatory
23:43,2020-02-07 23:43:00,CL,- Paranal Observatory
03:33,2020-02-08 03:33:00,TN,thin clouds coming from the north-east - Paranal Observatory
04:45,2020-02-08 04:45:00,CL,No clouds visible above 30 deg - Paranal Observatory
00:04,2020-02-09 00:04:00,TK,thick clouds directly above telescopes and covering most of NE sky - Paranal Observatory
01:15,2020-02-09 01:15:00,WI				TK,"pointing restrictions to the South, with thick clouds to the north - Paranal Observatory"
01:59,2020-02-09 01:59:00,TK,"thick clouds to the north, wind has reduced, no more pointing restrictions - Paranal Observatory"
03:17,2020-02-09 03:17:00,TK,sparse cloud coverage over most of the sky - Paranal Observatory
08:12,2020-02-09 08:12:00,TN,thick clouds have cleared and only thin clouds remain - Paranal Observatory
00:00,2020-02-10 00:00:00,TK,thick clouds - Paranal Observatory
04:20,2020-02-10 04:20:00,TK,THK cirrus still passing by. - Paranal Observatory
07:15,2020-02-10 07:15:00,TN,THN cirrus. - Paranal Observatory
23:41,2020-02-10 23:41:00,CL,CLR. - Paranal Observatory
03:07,2020-02-11 03:07:00,CL,CLR. No clouds. - Paranal Observatory
05:08,2020-02-11 05:08:00,PH,PHO according to OCAM. - Paranal Observatory
23:37,2020-02-11 23:37:00,TN,Small thin clouds passing - Paranal Observatory
01:30,2020-02-12 01:30:00,CL,- Paranal Observatory
23:33,2020-02-12 23:33:00,TN,- Paranal Observatory
01:55,2020-02-13 01:55:00,CL,- Paranal Observatory
02:25,2020-02-13 02:25:00,TN,- Paranal Observatory
23:33,2020-02-13 23:33:00,TN,- Paranal Observatory
02:49,2020-02-14 02:49:00,TN,thin cirrus still passing - Paranal Observatory
03:29,2020-02-14 03:29:00,TK,"some thick clouds at ~30deg, 50% covered by thin clouds - Paranal Observatory"
04:28,2020-02-14 04:28:00,CY,"conditions get worse, close the telescopes - Paranal Observatory"
23:34,2020-02-14 23:34:00,TK,Clouds passing over the field. Some thick clouds spread over 40 degrees - Paranal Observatory
01:50,2020-02-15 01:50:00,TN,only thin clouds over 20 degrees - Paranal Observatory
02:47,2020-02-15 02:47:00,TK				HU,Thick clouds passing - Paranal Observatory
03:50,2020-02-15 03:50:00,CY				HU,"More than 70% of the sky covered by clouds, thick clouds passing over the field humidity increased.Telescopes closed - Paranal Observatory"
23:36,2020-02-15 23:36:00,CL,"clear, some thin clouds below 20deg - Paranal Observatory"
04:08,2020-02-16 04:08:00,TN,thin clouds passing - Paranal Observatory
04:52,2020-02-16 04:52:00,TN,most of the sky covered by thin clouds - Paranal Observatory
23:26,2020-02-16 23:26:00,CL,- Paranal Observatory
01:44,2020-02-17 01:44:00,PH,Photometric according to OMEGACAM ZP - Paranal Observatory
05:40,2020-02-17 05:40:00,CL,- Paranal Observatory
08:00,2020-02-17 08:00:00,TN,some thin cirrus - Paranal Observatory
23:28,2020-02-17 23:28:00,CL,- Paranal Observatory
06:51,2020-02-18 06:51:00,TN,- Paranal Observatory
23:33,2020-02-18 23:33:00,CL,No visible clouds above 30 deg - Paranal Observatory
00:38,2020-02-19 00:38:00,CL				WI,PR to the SE - Paranal Observatory
00:50,2020-02-19 00:50:00,PH				WI,PH according to OCAM - Paranal Observatory
02:07,2020-02-19 02:07:00,PH,No more PR - Paranal Observatory
04:35,2020-02-19 04:35:00,PH,Still PHO according to OCAM. - Paranal Observatory
06:17,2020-02-19 06:17:00,TN,Thin clouds coming from the N - Paranal Observatory
23:35,2020-02-19 23:35:00,TN,Thin cirrus covering most of the sky - Paranal Observatory
01:43,2020-02-20 01:43:00,TN,No changes on conditions - Paranal Observatory
04:04,2020-02-20 04:04:00,TN,No changes on conditions - Paranal Observatory
05:25,2020-02-20 05:25:00,TK,Thick cirrus towards north below 50 degrees and coming. South still with thin cirrus. - Paranal Observatory
05:58,2020-02-20 05:58:00,TK,Thick cirrus passing by. - Paranal Observatory
06:49,2020-02-20 06:49:00,TN,Clouds got disperse. Thin conditions. - Paranal Observatory
23:35,2020-02-20 23:35:00,TK,Thick cirrus above 30 deg - Paranal Observatory
01:16,2020-02-21 01:16:00,TK,Thick clouds mostly to the NE above 30 deg - Paranal Observatory
02:36,2020-02-21 02:36:00,TN,"Thin conditions. Still some thick clouds below 30 deg, mostly to the SW. - Paranal Observatory"
06:45,2020-02-21 06:45:00,TK,Thick clouds coming from the NW - Paranal Observatory
08:45,2020-02-21 08:45:00,TN,"Thin conditions, no thick clouds visible above 30 deg. - Paranal Observatory"
23:35,2020-02-21 23:35:00,TN,"Thin cirrus above 30 deg to the SW, rest of the sky clear - Paranal Observatory"
00:25,2020-02-22 00:25:00,CL,No clouds visible above 30 deg - Paranal Observatory
04:19,2020-02-22 04:19:00,CL,Same condition. - Paranal Observatory
08:14,2020-02-22 08:14:00,CL,No changes on conditions - Paranal Observatory
23:36,2020-02-22 23:36:00,CL,No clouds above 30 deg - Paranal Observatory
00:58,2020-02-23 00:58:00,PH,PH according to OCAM - Paranal Observatory
03:53,2020-02-23 03:53:00,TK,"Thick clouds coming from the SW and N, above 30 deg but below 45, covering more than 10% of the sky. - Paranal Observatory"
04:30,2020-02-23 04:30:00,TK,"Thick Clouds in all directions, covering about 70% of the sky. - Paranal Observatory"
05:21,2020-02-23 05:21:00,TK,Same conditions - Paranal Observatory
07:05,2020-02-23 07:05:00,TK,no changes on conditions - Paranal Observatory
08:27,2020-02-23 08:27:00,TN,"No more thick clouds visible, still thin conditions - Paranal Observatory"
23:33,2020-02-23 23:33:00,CL,No clouds above 30 deg - Paranal Observatory
00:22,2020-02-24 00:22:00,PH,PH according to OCAM - Paranal Observatory
00:32,2020-02-24 00:32:00,PH				HU,Humidity went up 50% - Paranal Observatory
01:00,2020-02-24 01:00:00,PH,Humidity went back below 50% - Paranal Observatory
03:45,2020-02-24 03:45:00,PH,Still PH according to OCAM - Paranal Observatory
05:54,2020-02-24 05:54:00,PH,PH according to FORS2 - Paranal Observatory
23:33,2020-02-24 23:33:00,CL				HU,"Clear skies, humidity above 50% - Paranal Observatory"
02:19,2020-02-25 02:19:00,CL				HU,Same conditions - Paranal Observatory
05:29,2020-02-25 05:29:00,PH				HU,PH according to OCAM - Paranal Observatory
06:39,2020-02-25 06:39:00,HU,Humidity above 70%. Closing telescopes. - Paranal Observatory
23:32,2020-02-25 23:32:00,TK				HU,"Closed: humidity > 70%, some thick clouds - Paranal Observatory"
07:43,2020-02-26 07:43:00,CL				HU,telescopes closed (humidity) - Paranal Observatory
23:28,2020-02-26 23:28:00,CL,"CLR, clouds below 20deg - Paranal Observatory"
02:44,2020-02-27 02:44:00,CL,- Paranal Observatory
03:02,2020-02-27 03:02:00,CL				HU,humidity >=50% - Paranal Observatory
05:03,2020-02-27 05:03:00,CL,Clear (FORS2 ZP) - Paranal Observatory
23:26,2020-02-27 23:26:00,CL,- Paranal Observatory
00:17,2020-02-28 00:17:00,CL				HU,clear: FORS2 zp - Paranal Observatory
03:21,2020-02-28 03:21:00,CL,- Paranal Observatory
23:25,2020-02-28 23:25:00,CL,Clear. Scattered clouds below 20deg. - Paranal Observatory
00:24,2020-02-29 00:24:00,CL,clear (FORS ZP) - Paranal Observatory
02:41,2020-02-29 02:41:00,CL,- Paranal Observatory
07:18,2020-02-29 07:18:00,CL,- Paranal Observatory
23:21,2020-02-29 23:21:00,CL,clear - Paranal Observatory
00:38,2020-03-01 00:38:00,CL,"clear (FORS, OMEGACAM zp) - Paranal Observatory"
05:04,2020-03-01 05:04:00,CL,- Paranal Observatory
06:17,2020-03-01 06:17:00,PH,PHO - Paranal Observatory
09:22,2020-03-01 09:22:00,PH,photometric condition confirmed by FORS2 ZP - Paranal Observatory
23:25,2020-03-01 23:25:00,CL,"clear, clouds below 20 degrees - Paranal Observatory"
00:35,2020-03-02 00:35:00,CL,- Paranal Observatory
04:04,2020-03-02 04:04:00,PH,photometric (fors2 zp) - Paranal Observatory
07:58,2020-03-02 07:58:00,PH,confirmed photometric (OMEGACAM) - Paranal Observatory
23:31,2020-03-02 23:31:00,CL,clear - Paranal Observatory
02:06,2020-03-03 02:06:00,CL,clear: omegacam zp - Paranal Observatory
08:47,2020-03-03 08:47:00,CL,- Paranal Observatory
23:32,2020-03-03 23:32:00,CL,No clouds visible above 30 deg - Paranal Observatory
00:14,2020-03-04 00:14:00,CL				WI,"CLR skies, PR to the SE - Paranal Observatory"
03:15,2020-03-04 03:15:00,CL,"PR is over, clear skies - Paranal Observatory"
05:22,2020-03-04 05:22:00,PH,According to OMEGACAM. - Paranal Observatory
08:32,2020-03-04 08:32:00,CL,No clouds visible above 30 deg - Paranal Observatory
23:16,2020-03-04 23:16:00,CL,no visible clouds above 30 deg - Paranal Observatory
23:47,2020-03-04 23:47:00,CL				WI,"CLR skies, PR to the S - Paranal Observatory"
03:28,2020-03-05 03:28:00,CL,"CLR skies, no more PR - Paranal Observatory"
04:31,2020-03-05 04:31:00,PH,PH according to OCAM - Paranal Observatory
08:33,2020-03-05 08:33:00,CL,Clear skies - Paranal Observatory
23:26,2020-03-05 23:26:00,CL,No clouds visible above 30 deg - Paranal Observatory
01:12,2020-03-06 01:12:00,PH,PH according to OCAM - Paranal Observatory
04:07,2020-03-06 04:07:00,CL,Clear according to OMEGACAM High Airmass ZPs - Paranal Observatory
04:16,2020-03-06 04:16:00,TN,Thin clouds above 30 deg mainly to the west - Paranal Observatory
05:23,2020-03-06 05:23:00,CL,No visible clouds above 30 deg - Paranal Observatory
23:26,2020-03-06 23:26:00,CL,"Some clouds to the East, but below 30 deg - Paranal Observatory"
00:11,2020-03-07 00:11:00,TN,Thin clouds coming from the NE - Paranal Observatory
01:17,2020-03-07 01:17:00,TN,"Thin cirrus covering 30-40% of the sky, coming from the East - Paranal Observatory"
02:19,2020-03-07 02:19:00,TK,THK cirrus coming mainly from the east - Paranal Observatory
03:41,2020-03-07 03:41:00,TK,No changes - Paranal Observatory
04:30,2020-03-07 04:30:00,TN,THN cirrus. - Paranal Observatory
04:45,2020-03-07 04:45:00,PH,Photometric According OMEGACAM - Paranal Observatory
06:03,2020-03-07 06:03:00,TN,No changes - Paranal Observatory
08:40,2020-03-07 08:40:00,CL,No visible clouds - Paranal Observatory
23:19,2020-03-07 23:19:00,CL,No clouds visible - Paranal Observatory
00:44,2020-03-08 00:44:00,PH,PH according to OCAM - Paranal Observatory
04:46,2020-03-08 04:46:00,PH,Photometric According to OmegaCam - Paranal Observatory
07:50,2020-03-08 07:50:00,CL,No visible clouds - Paranal Observatory
23:21,2020-03-08 23:21:00,TK,"THK clouds, mainly to the south - Paranal Observatory"
00:05,2020-03-09 00:05:00,TK,"Still THK cirrus to the South, not above 45 deg. - Paranal Observatory"
00:31,2020-03-09 00:31:00,TN,Thin clouds - Paranal Observatory
01:48,2020-03-09 01:48:00,TN,"Thin cirrus, mainly to the W, above 30 deg - Paranal Observatory"
02:54,2020-03-09 02:54:00,CL,No visible clouds above 30 deg - Paranal Observatory
04:58,2020-03-09 04:58:00,TN,Thin clouds coming from the N - Paranal Observatory
06:11,2020-03-09 06:11:00,TN,No changes - Paranal Observatory
07:21,2020-03-09 07:21:00,TN,"Thin clouds, mainly to the W, above 30 deg - Paranal Observatory"
23:20,2020-03-09 23:20:00,CY				TK,Thick clouds covering more than 75%. Telescopes closed. - Paranal Observatory
00:43,2020-03-10 00:43:00,TK,"Thick clouds mainly to the South, at 40 deg. Opening telescopes. - Paranal Observatory"
01:09,2020-03-10 01:09:00,TN,"Clouds leaving quickly, still some thin clouds to the N - Paranal Observatory"
02:49,2020-03-10 02:49:00,CL,No visible clouds above 30 deg - Paranal Observatory
04:09,2020-03-10 04:09:00,TK,Thick clouds coming from the West. - Paranal Observatory
06:14,2020-03-10 06:14:00,CY				TK,"Overcast and thick clouds, closing telescopes. - Paranal Observatory"
23:22,2020-03-10 23:22:00,CY,Telescopes delivered closed. - Paranal Observatory
04:41,2020-03-11 04:41:00,TN,Telescopes opened. - Paranal Observatory
